id,title,link,created_at
145,"파주시장애인종합복지관-홈플러스, 쌀·라면 기부 전달식 가져",https://www.bokjitimes.com/news/articleView.html?idxno=38026,2024-09-11 13:46:56.170504+00
146,아너 소사이어티 28명 동시 가입...출범 이후 최다 동시가입식 개최,https://www.bokjitimes.com/news/articleView.html?idxno=38023,2024-09-11 13:46:56.170504+00
147,"명륜종합사회복지관 청소년방과후아카데미, 제1차 지원협의회 회의 개최",https://www.bokjitimes.com/news/articleView.html?idxno=38020,2024-09-11 13:46:56.170504+00
148,"노인인력개발원, '부안형 사회서비스형 선도모델' 노인일자리 창출",https://www.bokjitimes.com/news/articleView.html?idxno=38019,2024-09-11 13:46:56.170504+00
149,"철도역 노숙인들, '청소원'으로 변신…서울시·코레일 일자리 지원",https://www.bokjitimes.com/news/articleView.html?idxno=38017,2024-09-11 13:46:56.170504+00
150,"건보공단 이사장 ""필수의료·저소득층 지원 강화…재정 누수 철저 차단""",https://www.bokjitimes.com/news/articleView.html?idxno=38016,2024-09-11 13:46:56.170504+00
151,'2024년 발달장애인기능경기대회' 성료...6개 직종 660여명 참가,https://www.bokjitimes.com/news/articleView.html?idxno=38013,2024-09-11 13:46:56.170504+00
152,"사회복지관협회, '사회복지사-주거복지사 우수협력사례 공유세미나' 개최",https://www.bokjitimes.com/news/articleView.html?idxno=38012,2024-09-11 13:46:56.170504+00
153,"사랑의열매, 16일부터 한달간 '집중호우 피해지원 특별모금' 시작",https://www.bokjitimes.com/news/articleView.html?idxno=38010,2024-09-11 13:46:56.170504+00
154,"사회보장위원회, 제4차 간담회 개최...하반기 운영방향 공유",https://www.bokjitimes.com/news/articleView.html?idxno=38008,2024-09-11 13:46:56.170504+00
155,시·도 사회서비스원 통합·해산 시 복지부와 협의해야,https://www.bokjitimes.com/news/articleView.html?idxno=38006,2024-09-11 13:46:56.170504+00
156,유보통합 '교원 자격증' 두고 유치원·보육 교사 의견 '엇갈려',https://www.bokjitimes.com/news/articleView.html?idxno=38004,2024-09-11 13:46:56.170504+00
157,"세종시사회복지협의회, 시원한 여름나기 지원사업 '무(無)더위 COOL하게'",https://www.bokjitimes.com/news/articleView.html?idxno=38002,2024-09-11 13:46:56.170504+00
158,"청주시장애인복지관, 서청주어린이집에 '사랑의 빵' 전달",https://www.bokjitimes.com/news/articleView.html?idxno=38000,2024-09-11 13:46:56.170504+00
159,제1회 북한이탈주민의 날 기념 토크콘서트 '광명하나토크온(ON)' 개최,https://www.bokjitimes.com/news/articleView.html?idxno=37998,2024-09-11 13:46:56.170504+00
160,"""더위야 물러가라!""...춘천시종합사회복지관 삼계탕 나눔",https://www.bokjitimes.com/news/articleView.html?idxno=37997,2024-09-11 13:46:56.170504+00
161,광주 사회복지시설 종사자 호봉제 전환·건강검진휴가제 도입,https://www.bokjitimes.com/news/articleView.html?idxno=37995,2024-09-11 13:46:56.170504+00
162,제13회 인구의 날 기념 행사 성료,https://www.bokjitimes.com/news/articleView.html?idxno=37994,2024-09-11 13:46:56.170504+00
163,출생통보제·위기임산부 지원시스템 시범운영 기관 점검,https://www.bokjitimes.com/news/articleView.html?idxno=37990,2024-09-11 13:46:56.170504+00
164,‘시군구사회복지협의회 설립 운영 협력방안 모색 원탁회의’ 개최,https://www.bokjitimes.com/news/articleView.html?idxno=37984,2024-09-11 13:46:56.170504+00
